idExperiment;op1;op2;repetitions;randomRange;floatingNumbers;randomStrategy;result
46;(x + y) + z;x + (y + z);1;10;0;1;1.0
47;(x + y) + z;x + (y + z);1;10;0;2;1.0
48;(x + y) + z;x + (y + z);1;10;1;0;1.0
49;(x + y) + z;x + (y + z);1;10;1;1;1.0
50;(x + y) + z;x + (y + z);1;10;1;2;1.0
51;(x + y) + z;x + (y + z);1;10;2;0;1.0
52;(x + y) + z;x + (y + z);1;10;2;1;1.0
53;(x + y) + z;x + (y + z);1;10;2;2;1.0
54;(x + y) + z;x + (y + z);1;10;5;0;0.0
55;(x + y) + z;x + (y + z);1;10;5;1;1.0
56;(x + y) + z;x + (y + z);1;10;5;2;1.0
57;(x + y) + z;x + (y + z);1;10;50;0;0.0
58;(x + y) + z;x + (y + z);1;10;50;1;1.0
59;(x + y) + z;x + (y + z);1;10;50;2;1.0
60;(x + y) + z;x + (y + z);1;100;0;0;1.0
61;(x + y) + z;x + (y + z);1;100;0;1;1.0
62;(x + y) + z;x + (y + z);1;100;0;2;0.0
63;(x + y) + z;x + (y + z);1;100;1;0;1.0
64;(x + y) + z;x + (y + z);1;100;1;1;0.0
65;(x + y) + z;x + (y + z);1;100;1;2;1.0
66;(x + y) + z;x + (y + z);1;100;2;0;1.0
67;(x + y) + z;x + (y + z);1;100;2;1;0.0
68;(x + y) + z;x + (y + z);1;100;2;2;1.0
69;(x + y) + z;x + (y + z);1;100;5;0;1.0
70;(x + y) + z;x + (y + z);1;100;5;1;1.0
71;(x + y) + z;x + (y + z);1;100;5;2;1.0
72;(x + y) + z;x + (y + z);1;100;50;0;1.0
73;(x + y) + z;x + (y + z);1;100;50;1;0.0
74;(x + y) + z;x + (y + z);1;100;50;2;1.0
75;(x + y) + z;x + (y + z);1;10000;0;0;1.0
76;(x + y) + z;x + (y + z);1;10000;0;1;0.0
77;(x + y) + z;x + (y + z);1;10000;0;2;1.0
78;(x + y) + z;x + (y + z);1;10000;1;0;1.0
79;(x + y) + z;x + (y + z);1;10000;1;1;0.0
80;(x + y) + z;x + (y + z);1;10000;1;2;1.0
81;(x + y) + z;x + (y + z);1;10000;2;0;0.0
82;(x + y) + z;x + (y + z);1;10000;2;1;1.0
83;(x + y) + z;x + (y + z);1;10000;2;2;1.0
84;(x + y) + z;x + (y + z);1;10000;5;0;1.0
85;(x + y) + z;x + (y + z);1;10000;5;1;0.0
86;(x + y) + z;x + (y + z);1;10000;5;2;1.0
87;(x + y) + z;x + (y + z);1;10000;50;0;1.0
88;(x + y) + z;x + (y + z);1;10000;50;1;1.0
89;(x + y) + z;x + (y + z);1;10000;50;2;1.0
90;(x + y) + z;x + (y + z);1;1000000;0;0;1.0
91;(x + y) + z;x + (y + z);1;1000000;0;1;1.0
92;(x + y) + z;x + (y + z);1;1000000;0;2;1.0
93;(x + y) + z;x + (y + z);1;1000000;1;0;1.0
94;(x + y) + z;x + (y + z);1;1000000;1;1;1.0
95;(x + y) + z;x + (y + z);1;1000000;1;2;1.0
96;(x + y) + z;x + (y + z);1;1000000;2;0;0.0
97;(x + y) + z;x + (y + z);1;1000000;2;1;0.0
98;(x + y) + z;x + (y + z);1;1000000;2;2;1.0
99;(x + y) + z;x + (y + z);1;1000000;5;0;1.0
100;(x + y) + z;x + (y + z);1;1000000;5;1;0.0
101;(x + y) + z;x + (y + z);1;1000000;5;2;1.0
102;(x + y) + z;x + (y + z);1;1000000;50;0;1.0
103;(x + y) + z;x + (y + z);1;1000000;50;1;1.0
104;(x + y) + z;x + (y + z);1;1000000;50;2;1.0
105;(x + y) + z;x + (y + z);10;1;0;0;1.0
106;(x + y) + z;x + (y + z);10;1;0;1;0.6
107;(x + y) + z;x + (y + z);10;1;0;2;0.9
108;(x + y) + z;x + (y + z);10;1;1;0;0.9
109;(x + y) + z;x + (y + z);10;1;1;1;0.8
110;(x + y) + z;x + (y + z);10;1;1;2;0.8
111;(x + y) + z;x + (y + z);10;1;2;0;1.0
112;(x + y) + z;x + (y + z);10;1;2;1;0.9
113;(x + y) + z;x + (y + z);10;1;2;2;0.4
114;(x + y) + z;x + (y + z);10;1;5;0;0.9
115;(x + y) + z;x + (y + z);10;1;5;1;0.9
116;(x + y) + z;x + (y + z);10;1;5;2;0.7
117;(x + y) + z;x + (y + z);10;1;50;0;1.0
118;(x + y) + z;x + (y + z);10;1;50;1;0.9
119;(x + y) + z;x + (y + z);10;1;50;2;0.7
120;(x + y) + z;x + (y + z);10;3;0;0;0.8
121;(x + y) + z;x + (y + z);10;3;0;1;0.6
122;(x + y) + z;x + (y + z);10;3;0;2;0.9
123;(x + y) + z;x + (y + z);10;3;1;0;0.9
124;(x + y) + z;x + (y + z);10;3;1;1;0.9
125;(x + y) + z;x + (y + z);10;3;1;2;0.9
126;(x + y) + z;x + (y + z);10;3;2;0;1.0
127;(x + y) + z;x + (y + z);10;3;2;1;0.7
128;(x + y) + z;x + (y + z);10;3;2;2;0.6
129;(x + y) + z;x + (y + z);10;3;5;0;0.9
130;(x + y) + z;x + (y + z);10;3;5;1;0.5
131;(x + y) + z;x + (y + z);10;3;5;2;1.0
132;(x + y) + z;x + (y + z);10;3;50;0;0.9
133;(x + y) + z;x + (y + z);10;3;50;1;0.9
134;(x + y) + z;x + (y + z);10;3;50;2;0.8
135;(x + y) + z;x + (y + z);10;5;0;0;1.0
136;(x + y) + z;x + (y + z);10;5;0;1;0.9
137;(x + y) + z;x + (y + z);10;5;0;2;0.9
138;(x + y) + z;x + (y + z);10;5;1;0;0.9
139;(x + y) + z;x + (y + z);10;5;1;1;0.7
140;(x + y) + z;x + (y + z);10;5;1;2;0.7
141;(x + y) + z;x + (y + z);10;5;2;0;0.8
142;(x + y) + z;x + (y + z);10;5;2;1;0.6
143;(x + y) + z;x + (y + z);10;5;2;2;0.7
144;(x + y) + z;x + (y + z);10;5;5;0;0.9
145;(x + y) + z;x + (y + z);10;5;5;1;0.8
146;(x + y) + z;x + (y + z);10;5;5;2;0.7
147;(x + y) + z;x + (y + z);10;5;50;0;0.9
148;(x + y) + z;x + (y + z);10;5;50;1;0.8
149;(x + y) + z;x + (y + z);10;5;50;2;0.9
150;(x + y) + z;x + (y + z);10;10;0;0;0.9
151;(x + y) + z;x + (y + z);10;10;0;1;0.8
152;(x + y) + z;x + (y + z);10;10;0;2;0.7
153;(x + y) + z;x + (y + z);10;10;1;0;1.0
154;(x + y) + z;x + (y + z);10;10;1;1;0.6
155;(x + y) + z;x + (y + z);10;10;1;2;0.9
156;(x + y) + z;x + (y + z);10;10;2;0;0.8
157;(x + y) + z;x + (y + z);10;10;2;1;1.0
158;(x + y) + z;x + (y + z);10;10;2;2;0.8
159;(x + y) + z;x + (y + z);10;10;5;0;0.8
160;(x + y) + z;x + (y + z);10;10;5;1;0.8
161;(x + y) + z;x + (y + z);10;10;5;2;0.9
162;(x + y) + z;x + (y + z);10;10;50;0;0.6
163;(x + y) + z;x + (y + z);10;10;50;1;0.9
164;(x + y) + z;x + (y + z);10;10;50;2;0.7
165;(x + y) + z;x + (y + z);10;100;0;0;0.8
166;(x + y) + z;x + (y + z);10;100;0;1;0.8
167;(x + y) + z;x + (y + z);10;100;0;2;0.8
168;(x + y) + z;x + (y + z);10;100;1;0;0.9
169;(x + y) + z;x + (y + z);10;100;1;1;0.6
170;(x + y) + z;x + (y + z);10;100;1;2;0.9
171;(x + y) + z;x + (y + z);10;100;2;0;0.8
172;(x + y) + z;x + (y + z);10;100;2;1;0.7
173;(x + y) + z;x + (y + z);10;100;2;2;0.7
174;(x + y) + z;x + (y + z);10;100;5;0;0.7
175;(x + y) + z;x + (y + z);10;100;5;1;0.9
176;(x + y) + z;x + (y + z);10;100;5;2;0.4
177;(x + y) + z;x + (y + z);10;100;50;0;0.8
178;(x + y) + z;x + (y + z);10;100;50;1;0.8
179;(x + y) + z;x + (y + z);10;100;50;2;0.7
180;(x + y) + z;x + (y + z);10;10000;0;0;0.6
181;(x + y) + z;x + (y + z);10;10000;0;1;0.8
182;(x + y) + z;x + (y + z);10;10000;0;2;0.8
183;(x + y) + z;x + (y + z);10;10000;1;0;0.8
184;(x + y) + z;x + (y + z);10;10000;1;1;0.9
185;(x + y) + z;x + (y + z);10;10000;1;2;0.8
186;(x + y) + z;x + (y + z);10;10000;2;0;0.6
187;(x + y) + z;x + (y + z);10;10000;2;1;0.9
188;(x + y) + z;x + (y + z);10;10000;2;2;0.5
189;(x + y) + z;x + (y + z);10;10000;5;0;0.7
190;(x + y) + z;x + (y + z);10;10000;5;1;0.9
191;(x + y) + z;x + (y + z);10;10000;5;2;0.6
192;(x + y) + z;x + (y + z);10;10000;50;0;0.8
193;(x + y) + z;x + (y + z);10;10000;50;1;0.8
194;(x + y) + z;x + (y + z);10;10000;50;2;0.8
195;(x + y) + z;x + (y + z);10;1000000;0;0;1.0
196;(x + y) + z;x + (y + z);10;1000000;0;1;0.8
197;(x + y) + z;x + (y + z);10;1000000;0;2;0.9
198;(x + y) + z;x + (y + z);10;1000000;1;0;0.6
199;(x + y) + z;x + (y + z);10;1000000;1;1;0.8
200;(x + y) + z;x + (y + z);10;1000000;1;2;0.7
201;(x + y) + z;x + (y + z);10;1000000;2;0;0.8
202;(x + y) + z;x + (y + z);10;1000000;2;1;0.5
203;(x + y) + z;x + (y + z);10;1000000;2;2;0.8
204;(x + y) + z;x + (y + z);10;1000000;5;0;0.5
205;(x + y) + z;x + (y + z);10;1000000;5;1;0.9
206;(x + y) + z;x + (y + z);10;1000000;5;2;0.5
207;(x + y) + z;x + (y + z);10;1000000;50;0;1.0
208;(x + y) + z;x + (y + z);10;1000000;50;1;0.9
209;(x + y) + z;x + (y + z);10;1000000;50;2;0.7
210;(x + y) + z;x + (y + z);100;1;0;0;0.99
211;(x + y) + z;x + (y + z);100;1;0;1;0.8
212;(x + y) + z;x + (y + z);100;1;0;2;0.91
213;(x + y) + z;x + (y + z);100;1;1;0;0.95
214;(x + y) + z;x + (y + z);100;1;1;1;0.74
215;(x + y) + z;x + (y + z);100;1;1;2;0.7
216;(x + y) + z;x + (y + z);100;1;2;0;0.99
217;(x + y) + z;x + (y + z);100;1;2;1;0.82
218;(x + y) + z;x + (y + z);100;1;2;2;0.81
219;(x + y) + z;x + (y + z);100;1;5;0;0.97
220;(x + y) + z;x + (y + z);100;1;5;1;0.7
221;(x + y) + z;x + (y + z);100;1;5;2;0.77
222;(x + y) + z;x + (y + z);100;1;50;0;0.95
223;(x + y) + z;x + (y + z);100;1;50;1;0.87
224;(x + y) + z;x + (y + z);100;1;50;2;0.85
225;(x + y) + z;x + (y + z);100;3;0;0;0.93
226;(x + y) + z;x + (y + z);100;3;0;1;0.8
227;(x + y) + z;x + (y + z);100;3;0;2;0.8
228;(x + y) + z;x + (y + z);100;3;1;0;0.88
229;(x + y) + z;x + (y + z);100;3;1;1;0.68
230;(x + y) + z;x + (y + z);100;3;1;2;0.77
231;(x + y) + z;x + (y + z);100;3;2;0;0.89
232;(x + y) + z;x + (y + z);100;3;2;1;0.81
233;(x + y) + z;x + (y + z);100;3;2;2;0.78
234;(x + y) + z;x + (y + z);100;3;5;0;0.88
235;(x + y) + z;x + (y + z);100;3;5;1;0.76
236;(x + y) + z;x + (y + z);100;3;5;2;0.73
237;(x + y) + z;x + (y + z);100;3;50;0;0.87
238;(x + y) + z;x + (y + z);100;3;50;1;0.87
239;(x + y) + z;x + (y + z);100;3;50;2;0.78
240;(x + y) + z;x + (y + z);100;5;0;0;0.88
241;(x + y) + z;x + (y + z);100;5;0;1;0.84
242;(x + y) + z;x + (y + z);100;5;0;2;0.83
243;(x + y) + z;x + (y + z);100;5;1;0;0.8
244;(x + y) + z;x + (y + z);100;5;1;1;0.83
245;(x + y) + z;x + (y + z);100;5;1;2;0.75
246;(x + y) + z;x + (y + z);100;5;2;0;0.81
247;(x + y) + z;x + (y + z);100;5;2;1;0.73
248;(x + y) + z;x + (y + z);100;5;2;2;0.69
249;(x + y) + z;x + (y + z);100;5;5;0;0.84
250;(x + y) + z;x + (y + z);100;5;5;1;0.79
251;(x + y) + z;x + (y + z);100;5;5;2;0.78
252;(x + y) + z;x + (y + z);100;5;50;0;0.9
253;(x + y) + z;x + (y + z);100;5;50;1;0.74
254;(x + y) + z;x + (y + z);100;5;50;2;0.77
255;(x + y) + z;x + (y + z);100;10;0;0;0.81
256;(x + y) + z;x + (y + z);100;10;0;1;0.81
257;(x + y) + z;x + (y + z);100;10;0;2;0.8
258;(x + y) + z;x + (y + z);100;10;1;0;0.86
259;(x + y) + z;x + (y + z);100;10;1;1;0.67
260;(x + y) + z;x + (y + z);100;10;1;2;0.78
261;(x + y) + z;x + (y + z);100;10;2;0;0.77
262;(x + y) + z;x + (y + z);100;10;2;1;0.75
263;(x + y) + z;x + (y + z);100;10;2;2;0.8
264;(x + y) + z;x + (y + z);100;10;5;0;0.83
265;(x + y) + z;x + (y + z);100;10;5;1;0.77
266;(x + y) + z;x + (y + z);100;10;5;2;0.73
267;(x + y) + z;x + (y + z);100;10;50;0;0.88
268;(x + y) + z;x + (y + z);100;10;50;1;0.79
269;(x + y) + z;x + (y + z);100;10;50;2;0.71
270;(x + y) + z;x + (y + z);100;100;0;0;0.81
271;(x + y) + z;x + (y + z);100;100;0;1;0.85
272;(x + y) + z;x + (y + z);100;100;0;2;0.8
273;(x + y) + z;x + (y + z);100;100;1;0;0.79
274;(x + y) + z;x + (y + z);100;100;1;1;0.82
275;(x + y) + z;x + (y + z);100;100;1;2;0.79
276;(x + y) + z;x + (y + z);100;100;2;0;0.83
277;(x + y) + z;x + (y + z);100;100;2;1;0.75
278;(x + y) + z;x + (y + z);100;100;2;2;0.7
279;(x + y) + z;x + (y + z);100;100;5;0;0.74
280;(x + y) + z;x + (y + z);100;100;5;1;0.71
281;(x + y) + z;x + (y + z);100;100;5;2;0.78
282;(x + y) + z;x + (y + z);100;100;50;0;0.74
283;(x + y) + z;x + (y + z);100;100;50;1;0.81
284;(x + y) + z;x + (y + z);100;100;50;2;0.76
285;(x + y) + z;x + (y + z);100;10000;0;0;0.75
286;(x + y) + z;x + (y + z);100;10000;0;1;0.78
287;(x + y) + z;x + (y + z);100;10000;0;2;0.72
288;(x + y) + z;x + (y + z);100;10000;1;0;0.76
289;(x + y) + z;x + (y + z);100;10000;1;1;0.71
290;(x + y) + z;x + (y + z);100;10000;1;2;0.77
291;(x + y) + z;x + (y + z);100;10000;2;0;0.79
292;(x + y) + z;x + (y + z);100;10000;2;1;0.76
293;(x + y) + z;x + (y + z);100;10000;2;2;0.71
294;(x + y) + z;x + (y + z);100;10000;5;0;0.73
295;(x + y) + z;x + (y + z);100;10000;5;1;0.74
296;(x + y) + z;x + (y + z);100;10000;5;2;0.8
297;(x + y) + z;x + (y + z);100;10000;50;0;0.73
298;(x + y) + z;x + (y + z);100;10000;50;1;0.76
299;(x + y) + z;x + (y + z);100;10000;50;2;0.77
300;(x + y) + z;x + (y + z);100;1000000;0;0;0.75
301;(x + y) + z;x + (y + z);100;1000000;0;1;0.75
302;(x + y) + z;x + (y + z);100;1000000;0;2;0.74
303;(x + y) + z;x + (y + z);100;1000000;1;0;0.78
304;(x + y) + z;x + (y + z);100;1000000;1;1;0.75
305;(x + y) + z;x + (y + z);100;1000000;1;2;0.68
306;(x + y) + z;x + (y + z);100;1000000;2;0;0.81
307;(x + y) + z;x + (y + z);100;1000000;2;1;0.73
308;(x + y) + z;x + (y + z);100;1000000;2;2;0.67
309;(x + y) + z;x + (y + z);100;1000000;5;0;0.78
310;(x + y) + z;x + (y + z);100;1000000;5;1;0.76
311;(x + y) + z;x + (y + z);100;1000000;5;2;0.73
312;(x + y) + z;x + (y + z);100;1000000;50;0;0.72
313;(x + y) + z;x + (y + z);100;1000000;50;1;0.74
314;(x + y) + z;x + (y + z);100;1000000;50;2;0.74
315;(x + y) + z;x + (y + z);1000;1;0;0;0.976
316;(x + y) + z;x + (y + z);1000;1;0;1;0.849
317;(x + y) + z;x + (y + z);1000;1;0;2;0.819
318;(x + y) + z;x + (y + z);1000;1;1;0;0.959
319;(x + y) + z;x + (y + z);1000;1;1;1;0.784
320;(x + y) + z;x + (y + z);1000;1;1;2;0.746
321;(x + y) + z;x + (y + z);1000;1;2;0;0.97
322;(x + y) + z;x + (y + z);1000;1;2;1;0.762
323;(x + y) + z;x + (y + z);1000;1;2;2;0.779
324;(x + y) + z;x + (y + z);1000;1;5;0;0.968
325;(x + y) + z;x + (y + z);1000;1;5;1;0.759
326;(x + y) + z;x + (y + z);1000;1;5;2;0.741
327;(x + y) + z;x + (y + z);1000;1;50;0;0.988
328;(x + y) + z;x + (y + z);1000;1;50;1;0.839
329;(x + y) + z;x + (y + z);1000;1;50;2;0.846
330;(x + y) + z;x + (y + z);1000;3;0;0;0.907
331;(x + y) + z;x + (y + z);1000;3;0;1;0.787
332;(x + y) + z;x + (y + z);1000;3;0;2;0.804
333;(x + y) + z;x + (y + z);1000;3;1;0;0.914
334;(x + y) + z;x + (y + z);1000;3;1;1;0.761
335;(x + y) + z;x + (y + z);1000;3;1;2;0.765
336;(x + y) + z;x + (y + z);1000;3;2;0;0.882
337;(x + y) + z;x + (y + z);1000;3;2;1;0.761
338;(x + y) + z;x + (y + z);1000;3;2;2;0.757
339;(x + y) + z;x + (y + z);1000;3;5;0;0.901
340;(x + y) + z;x + (y + z);1000;3;5;1;0.764
341;(x + y) + z;x + (y + z);1000;3;5;2;0.732
342;(x + y) + z;x + (y + z);1000;3;50;0;0.903
343;(x + y) + z;x + (y + z);1000;3;50;1;0.784
344;(x + y) + z;x + (y + z);1000;3;50;2;0.773
345;(x + y) + z;x + (y + z);1000;5;0;0;0.894
346;(x + y) + z;x + (y + z);1000;5;0;1;0.808
347;(x + y) + z;x + (y + z);1000;5;0;2;0.786
348;(x + y) + z;x + (y + z);1000;5;1;0;0.859
349;(x + y) + z;x + (y + z);1000;5;1;1;0.779
350;(x + y) + z;x + (y + z);1000;5;1;2;0.786
351;(x + y) + z;x + (y + z);1000;5;2;0;0.871
352;(x + y) + z;x + (y + z);1000;5;2;1;0.763
353;(x + y) + z;x + (y + z);1000;5;2;2;0.744
354;(x + y) + z;x + (y + z);1000;5;5;0;0.876
355;(x + y) + z;x + (y + z);1000;5;5;1;0.752
356;(x + y) + z;x + (y + z);1000;5;5;2;0.769
357;(x + y) + z;x + (y + z);1000;5;50;0;0.885
358;(x + y) + z;x + (y + z);1000;5;50;1;0.789
359;(x + y) + z;x + (y + z);1000;5;50;2;0.76
360;(x + y) + z;x + (y + z);1000;10;0;0;0.829
361;(x + y) + z;x + (y + z);1000;10;0;1;0.774
362;(x + y) + z;x + (y + z);1000;10;0;2;0.798
363;(x + y) + z;x + (y + z);1000;10;1;0;0.811
364;(x + y) + z;x + (y + z);1000;10;1;1;0.758
365;(x + y) + z;x + (y + z);1000;10;1;2;0.755
366;(x + y) + z;x + (y + z);1000;10;2;0;0.836
367;(x + y) + z;x + (y + z);1000;10;2;1;0.749
368;(x + y) + z;x + (y + z);1000;10;2;2;0.741
369;(x + y) + z;x + (y + z);1000;10;5;0;0.832
370;(x + y) + z;x + (y + z);1000;10;5;1;0.787
371;(x + y) + z;x + (y + z);1000;10;5;2;0.74
372;(x + y) + z;x + (y + z);1000;10;50;0;0.857
373;(x + y) + z;x + (y + z);1000;10;50;1;0.79
374;(x + y) + z;x + (y + z);1000;10;50;2;0.775
375;(x + y) + z;x + (y + z);1000;100;0;0;0.777
376;(x + y) + z;x + (y + z);1000;100;0;1;0.76
377;(x + y) + z;x + (y + z);1000;100;0;2;0.733
378;(x + y) + z;x + (y + z);1000;100;1;0;0.783
379;(x + y) + z;x + (y + z);1000;100;1;1;0.743
380;(x + y) + z;x + (y + z);1000;100;1;2;0.761
381;(x + y) + z;x + (y + z);1000;100;2;0;0.769
382;(x + y) + z;x + (y + z);1000;100;2;1;0.736
383;(x + y) + z;x + (y + z);1000;100;2;2;0.745
384;(x + y) + z;x + (y + z);1000;100;5;0;0.762
385;(x + y) + z;x + (y + z);1000;100;5;1;0.725
386;(x + y) + z;x + (y + z);1000;100;5;2;0.773
387;(x + y) + z;x + (y + z);1000;100;50;0;0.777
388;(x + y) + z;x + (y + z);1000;100;50;1;0.74
389;(x + y) + z;x + (y + z);1000;100;50;2;0.779
390;(x + y) + z;x + (y + z);1000;10000;0;0;0.753
391;(x + y) + z;x + (y + z);1000;10000;0;1;0.774
392;(x + y) + z;x + (y + z);1000;10000;0;2;0.746
393;(x + y) + z;x + (y + z);1000;10000;1;0;0.769
394;(x + y) + z;x + (y + z);1000;10000;1;1;0.745
395;(x + y) + z;x + (y + z);1000;10000;1;2;0.736
396;(x + y) + z;x + (y + z);1000;10000;2;0;0.75
397;(x + y) + z;x + (y + z);1000;10000;2;1;0.756
398;(x + y) + z;x + (y + z);1000;10000;2;2;0.752
399;(x + y) + z;x + (y + z);1000;10000;5;0;0.762
400;(x + y) + z;x + (y + z);1000;10000;5;1;0.745
401;(x + y) + z;x + (y + z);1000;10000;5;2;0.773
402;(x + y) + z;x + (y + z);1000;10000;50;0;0.778
403;(x + y) + z;x + (y + z);1000;10000;50;1;0.768
404;(x + y) + z;x + (y + z);1000;10000;50;2;0.782
405;(x + y) + z;x + (y + z);1000;1000000;0;0;0.787
406;(x + y) + z;x + (y + z);1000;1000000;0;1;0.757
407;(x + y) + z;x + (y + z);1000;1000000;0;2;0.766
408;(x + y) + z;x + (y + z);1000;1000000;1;0;0.758
409;(x + y) + z;x + (y + z);1000;1000000;1;1;0.721
410;(x + y) + z;x + (y + z);1000;1000000;1;2;0.752
411;(x + y) + z;x + (y + z);1000;1000000;2;0;0.763
412;(x + y) + z;x + (y + z);1000;1000000;2;1;0.743
413;(x + y) + z;x + (y + z);1000;1000000;2;2;0.756
414;(x + y) + z;x + (y + z);1000;1000000;5;0;0.763
415;(x + y) + z;x + (y + z);1000;1000000;5;1;0.715
416;(x + y) + z;x + (y + z);1000;1000000;5;2;0.76
417;(x + y) + z;x + (y + z);1000;1000000;50;0;0.783
418;(x + y) + z;x + (y + z);1000;1000000;50;1;0.786
419;(x + y) + z;x + (y + z);1000;1000000;50;2;0.747
420;(x + y) + z;x + (y + z);10000;1;0;0;0.9798
421;(x + y) + z;x + (y + z);10000;1;0;1;0.8223
422;(x + y) + z;x + (y + z);10000;1;0;2;0.8245
423;(x + y) + z;x + (y + z);10000;1;1;0;0.9674
424;(x + y) + z;x + (y + z);10000;1;1;1;0.7804
425;(x + y) + z;x + (y + z);10000;1;1;2;0.7244
426;(x + y) + z;x + (y + z);10000;1;2;0;0.9668
427;(x + y) + z;x + (y + z);10000;1;2;1;0.7831
428;(x + y) + z;x + (y + z);10000;1;2;2;0.7531
429;(x + y) + z;x + (y + z);10000;1;5;0;0.9686
430;(x + y) + z;x + (y + z);10000;1;5;1;0.7817
431;(x + y) + z;x + (y + z);10000;1;5;2;0.7473
432;(x + y) + z;x + (y + z);10000;1;50;0;0.9772
433;(x + y) + z;x + (y + z);10000;1;50;1;0.8214
434;(x + y) + z;x + (y + z);10000;1;50;2;0.8368
435;(x + y) + z;x + (y + z);10000;3;0;0;0.9057
436;(x + y) + z;x + (y + z);10000;3;0;1;0.7932
437;(x + y) + z;x + (y + z);10000;3;0;2;0.782
438;(x + y) + z;x + (y + z);10000;3;1;0;0.8932
439;(x + y) + z;x + (y + z);10000;3;1;1;0.7543
440;(x + y) + z;x + (y + z);10000;3;1;2;0.7393
441;(x + y) + z;x + (y + z);10000;3;2;0;0.8981
442;(x + y) + z;x + (y + z);10000;3;2;1;0.7621
443;(x + y) + z;x + (y + z);10000;3;2;2;0.754
444;(x + y) + z;x + (y + z);10000;3;5;0;0.8981
445;(x + y) + z;x + (y + z);10000;3;5;1;0.7443
446;(x + y) + z;x + (y + z);10000;3;5;2;0.7553
447;(x + y) + z;x + (y + z);10000;3;50;0;0.913
448;(x + y) + z;x + (y + z);10000;3;50;1;0.7964
449;(x + y) + z;x + (y + z);10000;3;50;2;0.7729
450;(x + y) + z;x + (y + z);10000;5;0;0;0.8801
451;(x + y) + z;x + (y + z);10000;5;0;1;0.7857
452;(x + y) + z;x + (y + z);10000;5;0;2;0.7766
453;(x + y) + z;x + (y + z);10000;5;1;0;0.8504
454;(x + y) + z;x + (y + z);10000;5;1;1;0.7504
455;(x + y) + z;x + (y + z);10000;5;1;2;0.7478
456;(x + y) + z;x + (y + z);10000;5;2;0;0.8525
457;(x + y) + z;x + (y + z);10000;5;2;1;0.7614
458;(x + y) + z;x + (y + z);10000;5;2;2;0.7617
459;(x + y) + z;x + (y + z);10000;5;5;0;0.8588
460;(x + y) + z;x + (y + z);10000;5;5;1;0.7564
461;(x + y) + z;x + (y + z);10000;5;5;2;0.764
462;(x + y) + z;x + (y + z);10000;5;50;0;0.8795
463;(x + y) + z;x + (y + z);10000;5;50;1;0.7801
464;(x + y) + z;x + (y + z);10000;5;50;2;0.7685
465;(x + y) + z;x + (y + z);10000;10;0;0;0.8335
466;(x + y) + z;x + (y + z);10000;10;0;1;0.7822
